1.000000000000000000e+00,2.000000000000000000e+00,7.558627000000000000e+06,8.389000000000000057e+01,8.759000000000000341e+01,8.389000000000000057e+01,8.737000000000000455e+01
1.000000000000000000e+00,5.000000000000000000e+00,8.316217000000000000e+06,8.642000000000000171e+01,8.767000000000000171e+01,8.618000000000000682e+01,8.681999999999999318e+01
1.000000000000000000e+00,6.000000000000000000e+00,9.653234000000000000e+06,8.710999999999999943e+01,9.040999999999999659e+01,8.637000000000000455e+01,8.923000000000000398e+01
1.000000000000000000e+00,7.000000000000000000e+00,8.455680000000000000e+06,8.782999999999999829e+01,8.879999999999999716e+01,8.712000000000000455e+01,8.779000000000000625e+01
1.000000000000000000e+00,8.000000000000000000e+00,7.231753000000000000e+06,8.781000000000000227e+01,8.814000000000000057e+01,8.598000000000000398e+01,8.718000000000000682e+01
1.000000000000000000e+00,9.000000000000000000e+00,7.440555000000000000e+06,8.704999999999999716e+01,8.750000000000000000e+01,8.425000000000000000e+01,8.470000000000000284e+01
1.000000000000000000e+00,1.200000000000000000e+01,8.072871000000000000e+06,8.456999999999999318e+01,8.659999999999999432e+01,8.442000000000000171e+01,8.570999999999999375e+01
1.000000000000000000e+00,1.300000000000000000e+01,7.657127000000000000e+06,8.550000000000000000e+01,8.659000000000000341e+01,8.479000000000000625e+01,8.534000000000000341e+01
1.000000000000000000e+00,1.400000000000000000e+01,9.470642000000000000e+06,8.420000000000000284e+01,8.481999999999999318e+01,8.210999999999999943e+01,8.318999999999999773e+01
1.000000000000000000e+00,1.500000000000000000e+01,1.173522300000000000e+07,8.360999999999999943e+01,8.482999999999999829e+01,8.226000000000000512e+01,8.412000000000000455e+01
1.000000000000000000e+00,1.600000000000000000e+01,1.124558000000000000e+07,8.460999999999999943e+01,8.573999999999999488e+01,8.307999999999999829e+01,8.492000000000000171e+01
1.000000000000000000e+00,2.000000000000000000e+01,1.384022700000000000e+07,8.476000000000000512e+01,8.492000000000000171e+01,8.176000000000000512e+01,8.198000000000000398e+01
1.000000000000000000e+00,2.100000000000000000e+01,2.490852500000000000e+07,8.629000000000000625e+01,9.159999999999999432e+01,8.600000000000000000e+01,9.142000000000000171e+01
1.000000000000000000e+00,2.200000000000000000e+01,1.235142200000000000e+07,8.982999999999999829e+01,9.073999999999999488e+01,8.810999999999999943e+01,9.006999999999999318e+01
1.000000000000000000e+00,2.300000000000000000e+01,1.025638800000000000e+07,8.840000000000000568e+01,9.070000000000000284e+01,8.781000000000000227e+01,8.948999999999999488e+01
1.000000000000000000e+00,2.600000000000000000e+01,9.841875000000000000e+06,8.976999999999999602e+01,9.267000000000000171e+01,8.951999999999999602e+01,9.159999999999999432e+01
1.000000000000000000e+00,2.700000000000000000e+01,8.721601000000000000e+06,9.176999999999999602e+01,9.196999999999999886e+01,9.050000000000000000e+01,9.165999999999999659e+01
1.000000000000000000e+00,2.800000000000000000e+01,1.341245300000000000e+07,9.270000000000000284e+01,9.493999999999999773e+01,9.190999999999999659e+01,9.481999999999999318e+01
1.000000000000000000e+00,2.900000000000000000e+01,9.234105000000000000e+06,9.357999999999999829e+01,9.457999999999999829e+01,9.201999999999999602e+01,9.251000000000000512e+01
1.000000000000000000e+00,3.000000000000000000e+01,9.617163000000000000e+06,9.223000000000000398e+01,9.348000000000000398e+01,9.125000000000000000e+01,9.165000000000000568e+01
2.000000000000000000e+00,2.000000000000000000e+00,9.926980000000000000e+06,9.059999999999999432e+01,9.185999999999999943e+01,8.968999999999999773e+01,9.093000000000000682e+01
2.000000000000000000e+00,3.000000000000000000e+00,8.866773000000000000e+06,9.106999999999999318e+01,9.373000000000000398e+01,9.015999999999999659e+01,9.348000000000000398e+01
2.000000000000000000e+00,4.000000000000000000e+00,1.019192900000000000e+07,9.373999999999999488e+01,9.490999999999999659e+01,9.181999999999999318e+01,9.282999999999999829e+01
2.000000000000000000e+00,5.000000000000000000e+00,1.162286100000000000e+07,9.212999999999999545e+01,9.320000000000000284e+01,9.121999999999999886e+01,9.240999999999999659e+01
2.000000000000000000e+00,6.000000000000000000e+00,1.306384300000000000e+07,9.251000000000000512e+01,9.709999999999999432e+01,9.165000000000000568e+01,9.614000000000000057e+01
2.000000000000000000e+00,9.000000000000000000e+00,8.165954000000000000e+06,9.593000000000000682e+01,9.698000000000000398e+01,9.471999999999999886e+01,9.681999999999999318e+01
2.000000000000000000e+00,1.000000000000000000e+01,1.354193500000000000e+07,9.557999999999999829e+01,9.681999999999999318e+01,9.295999999999999375e+01,9.326999999999999602e+01
2.000000000000000000e+00,1.100000000000000000e+01,1.076587300000000000e+07,9.348000000000000398e+01,9.576999999999999602e+01,9.300000000000000000e+01,9.515999999999999659e+01
2.000000000000000000e+00,1.200000000000000000e+01,9.918736000000000000e+06,9.440999999999999659e+01,9.520000000000000284e+01,9.220000000000000284e+01,9.506999999999999318e+01
2.000000000000000000e+00,1.300000000000000000e+01,6.742532000000000000e+06,9.479000000000000625e+01,9.518000000000000682e+01,9.356999999999999318e+01,9.384000000000000341e+01
2.000000000000000000e+00,1.700000000000000000e+01,8.906784000000000000e+06,9.173000000000000398e+01,9.248999999999999488e+01,9.050000000000000000e+01,9.067000000000000171e+01
2.000000000000000000e+00,1.800000000000000000e+01,8.492665000000000000e+06,9.117000000000000171e+01,9.225000000000000000e+01,9.043999999999999773e+01,9.151000000000000512e+01
2.000000000000000000e+00,1.900000000000000000e+01,1.262463400000000000e+07,9.106000000000000227e+01,9.215999999999999659e+01,8.845000000000000284e+01,8.893000000000000682e+01
2.000000000000000000e+00,2.000000000000000000e+01,1.240134200000000000e+07,8.804999999999999716e+01,8.990000000000000568e+01,8.734000000000000341e+01,8.879000000000000625e+01
2.000000000000000000e+00,2.300000000000000000e+01,1.350970100000000000e+07,8.929999999999999716e+01,8.932999999999999829e+01,8.418999999999999773e+01,8.437000000000000455e+01
2.000000000000000000e+00,2.400000000000000000e+01,1.291604000000000000e+07,8.462999999999999545e+01,8.707999999999999829e+01,8.409999999999999432e+01,8.640000000000000568e+01
2.000000000000000000e+00,2.500000000000000000e+01,1.264670500000000000e+07,8.600000000000000000e+01,8.712000000000000455e+01,8.284999999999999432e+01,8.590000000000000568e+01
2.000000000000000000e+00,2.600000000000000000e+01,1.742401100000000000e+07,8.684999999999999432e+01,9.020000000000000284e+01,8.632999999999999829e+01,8.896999999999999886e+01
2.000000000000000000e+00,2.700000000000000000e+01,2.131253600000000000e+07,8.812000000000000455e+01,9.328000000000000114e+01,8.801000000000000512e+01,9.203000000000000114e+01
3.000000000000000000e+00,2.000000000000000000e+00,1.523191900000000000e+07,9.117000000000000171e+01,9.190000000000000568e+01,8.875000000000000000e+01,8.904999999999999716e+01
3.000000000000000000e+00,3.000000000000000000e+00,1.374583700000000000e+07,9.015999999999999659e+01,9.018000000000000682e+01,8.718999999999999773e+01,8.776999999999999602e+01
3.000000000000000000e+00,4.000000000000000000e+00,1.539188200000000000e+07,8.896999999999999886e+01,9.123999999999999488e+01,8.759999999999999432e+01,8.948999999999999488e+01
3.000000000000000000e+00,5.000000000000000000e+00,1.493340300000000000e+07,8.812999999999999545e+01,9.015999999999999659e+01,8.701999999999999602e+01,8.748000000000000398e+01
3.000000000000000000e+00,6.000000000000000000e+00,1.518791900000000000e+07,8.746999999999999886e+01,8.825000000000000000e+01,8.381000000000000227e+01,8.581000000000000227e+01
3.000000000000000000e+00,9.000000000000000000e+00,1.315304800000000000e+07,8.470000000000000284e+01,8.679999999999999716e+01,8.301999999999999602e+01,8.348000000000000398e+01
3.000000000000000000e+00,1.000000000000000000e+01,1.591574900000000000e+07,8.510999999999999943e+01,8.725000000000000000e+01,8.364000000000000057e+01,8.725000000000000000e+01
3.000000000000000000e+00,1.100000000000000000e+01,1.182412700000000000e+07,8.751000000000000512e+01,8.954000000000000625e+01,8.671999999999999886e+01,8.862000000000000455e+01
3.000000000000000000e+00,1.200000000000000000e+01,1.182925000000000000e+07,8.859000000000000341e+01,9.059999999999999432e+01,8.748999999999999488e+01,9.040000000000000568e+01
3.000000000000000000e+00,1.300000000000000000e+01,9.112201000000000000e+06,9.040000000000000568e+01,9.065000000000000568e+01,8.929000000000000625e+01,9.035999999999999943e+01
3.000000000000000000e+00,1.600000000000000000e+01,1.179637300000000000e+07,9.165000000000000568e+01,9.300000000000000000e+01,9.054000000000000625e+01,9.121999999999999886e+01
3.000000000000000000e+00,1.700000000000000000e+01,1.149014200000000000e+07,9.110999999999999943e+01,9.290999999999999659e+01,9.045000000000000284e+01,9.290999999999999659e+01
3.000000000000000000e+00,1.800000000000000000e+01,1.795651100000000000e+07,8.945999999999999375e+01,9.290000000000000568e+01,8.940999999999999659e+01,9.195000000000000284e+01
3.000000000000000000e+00,1.900000000000000000e+01,9.899994000000000000e+06,9.284000000000000341e+01,9.334999999999999432e+01,9.151000000000000512e+01,9.265999999999999659e+01
3.000000000000000000e+00,2.000000000000000000e+01,1.219488400000000000e+07,9.315999999999999659e+01,9.500000000000000000e+01,9.218000000000000682e+01,9.251000000000000512e+01
3.000000000000000000e+00,2.300000000000000000e+01,1.240820300000000000e+07,9.370000000000000284e+01,9.870999999999999375e+01,9.370000000000000284e+01,9.870999999999999375e+01
3.000000000000000000e+00,2.400000000000000000e+01,9.347238000000000000e+06,9.768999999999999773e+01,9.954999999999999716e+01,9.751999999999999602e+01,9.829999999999999716e+01
3.000000000000000000e+00,2.500000000000000000e+01,1.201750900000000000e+07,9.846999999999999886e+01,9.985999999999999943e+01,9.609000000000000341e+01,9.795000000000000284e+01
3.000000000000000000e+00,2.600000000000000000e+01,1.144081200000000000e+07,9.846999999999999886e+01,9.920000000000000284e+01,9.775000000000000000e+01,9.878000000000000114e+01
3.000000000000000000e+00,2.700000000000000000e+01,1.574691100000000000e+07,9.598999999999999488e+01,9.600000000000000000e+01,9.275000000000000000e+01,9.415000000000000568e+01
3.000000000000000000e+00,3.000000000000000000e+01,1.097303300000000000e+07,9.200000000000000000e+01,9.473999999999999488e+01,9.179999999999999716e+01,9.451999999999999602e+01
3.000000000000000000e+00,3.100000000000000000e+01,1.455395900000000000e+07,9.495999999999999375e+01,9.865999999999999659e+01,9.484999999999999432e+01,9.689000000000000057e+01
4.000000000000000000e+00,1.000000000000000000e+00,1.221283400000000000e+07,9.612999999999999545e+01,9.800000000000000000e+01,9.570000000000000284e+01,9.760999999999999943e+01
4.000000000000000000e+00,2.000000000000000000e+00,1.622681300000000000e+07,9.915000000000000568e+01,1.019899999999999949e+02,9.837999999999999545e+01,1.008199999999999932e+02
4.000000000000000000e+00,3.000000000000000000e+00,1.096456400000000000e+07,9.973000000000000398e+01,1.026599999999999966e+02,9.970999999999999375e+01,1.022199999999999989e+02
4.000000000000000000e+00,6.000000000000000000e+00,8.821996000000000000e+06,1.009000000000000057e+02,1.018499999999999943e+02,1.000000000000000000e+02,1.015600000000000023e+02
4.000000000000000000e+00,7.000000000000000000e+00,8.768491000000000000e+06,1.001700000000000017e+02,1.005000000000000000e+02,9.851999999999999602e+01,9.875000000000000000e+01
4.000000000000000000e+00,8.000000000000000000e+00,7.311817000000000000e+06,9.945000000000000284e+01,1.015499999999999972e+02,9.900000000000000000e+01,1.011899999999999977e+02
4.000000000000000000e+00,9.000000000000000000e+00,8.014029000000000000e+06,1.020100000000000051e+02,1.024500000000000028e+02,1.002500000000000000e+02,1.017000000000000028e+02
4.000000000000000000e+00,1.300000000000000000e+01,7.797542000000000000e+06,1.002800000000000011e+02,1.016500000000000057e+02,9.904000000000000625e+01,9.995000000000000284e+01
4.000000000000000000e+00,1.400000000000000000e+01,6.277538000000000000e+06,9.907999999999999829e+01,9.995000000000000284e+01,9.826999999999999602e+01,9.926999999999999602e+01
4.000000000000000000e+00,1.500000000000000000e+01,8.164390000000000000e+06,9.823000000000000398e+01,9.906000000000000227e+01,9.643999999999999773e+01,9.884999999999999432e+01
4.000000000000000000e+00,1.600000000000000000e+01,9.260106000000000000e+06,9.973999999999999488e+01,1.019200000000000017e+02,9.918000000000000682e+01,1.014300000000000068e+02
4.000000000000000000e+00,1.700000000000000000e+01,1.021876400000000000e+07,1.011800000000000068e+02,1.020400000000000063e+02,9.968999999999999773e+01,1.012699999999999960e+02
4.000000000000000000e+00,2.000000000000000000e+01,1.258857600000000000e+07,1.002900000000000063e+02,1.011899999999999977e+02,9.920999999999999375e+01,1.004300000000000068e+02
4.000000000000000000e+00,2.100000000000000000e+01,1.523087800000000000e+07,9.840999999999999659e+01,1.024800000000000040e+02,9.820000000000000284e+01,1.023100000000000023e+02
4.000000000000000000e+00,2.200000000000000000e+01,1.212054800000000000e+07,1.011700000000000017e+02,1.038599999999999994e+02,1.010600000000000023e+02,1.025499999999999972e+02
4.000000000000000000e+00,2.300000000000000000e+01,9.440413000000000000e+06,1.026500000000000057e+02,1.027800000000000011e+02,9.979999999999999716e+01,1.014200000000000017e+02
4.000000000000000000e+00,2.400000000000000000e+01,1.015751300000000000e+07,1.011700000000000017e+02,1.015799999999999983e+02,9.950000000000000000e+01,1.000799999999999983e+02
4.000000000000000000e+00,2.700000000000000000e+01,8.612348000000000000e+06,9.960999999999999943e+01,1.016899999999999977e+02,9.929000000000000625e+01,9.995000000000000284e+01
4.000000000000000000e+00,2.800000000000000000e+01,1.111149400000000000e+07,9.935999999999999943e+01,1.027300000000000040e+02,9.925000000000000000e+01,1.019399999999999977e+02
4.000000000000000000e+00,2.900000000000000000e+01,9.786690000000000000e+06,1.019800000000000040e+02,1.050000000000000000e+02,1.016700000000000017e+02,1.040400000000000063e+02
4.000000000000000000e+00,3.000000000000000000e+01,1.066448800000000000e+07,1.045499999999999972e+02,1.060499999999999972e+02,1.028499999999999943e+02,1.032099999999999937e+02
5.000000000000000000e+00,1.000000000000000000e+00,6.237185000000000000e+06,1.037800000000000011e+02,1.048599999999999994e+02,1.029399999999999977e+02,1.046099999999999994e+02
5.000000000000000000e+00,4.000000000000000000e+00,8.314968000000000000e+06,1.052600000000000051e+02,1.067500000000000000e+02,1.046099999999999994e+02,1.061899999999999977e+02
5.000000000000000000e+00,5.000000000000000000e+00,6.751973000000000000e+06,1.060000000000000000e+02,1.068199999999999932e+02,1.055100000000000051e+02,1.058499999999999943e+02
5.000000000000000000e+00,6.000000000000000000e+00,7.535537000000000000e+06,1.052300000000000040e+02,1.055000000000000000e+02,1.037099999999999937e+02,1.046200000000000045e+02
5.000000000000000000e+00,7.000000000000000000e+00,8.524436000000000000e+06,1.046500000000000057e+02,1.047999999999999972e+02,1.018299999999999983e+02,1.025900000000000034e+02
5.000000000000000000e+00,8.000000000000000000e+00,1.157575500000000000e+07,1.035799999999999983e+02,1.037500000000000000e+02,9.982999999999999829e+01,1.014899999999999949e+02
5.000000000000000000e+00,1.100000000000000000e+01,8.253824000000000000e+06,1.010900000000000034e+02,1.038799999999999955e+02,1.009500000000000028e+02,1.029000000000000057e+02
5.000000000000000000e+00,1.200000000000000000e+01,7.963605000000000000e+06,1.029800000000000040e+02,1.043799999999999955e+02,1.023700000000000045e+02,1.039399999999999977e+02
5.000000000000000000e+00,1.300000000000000000e+01,8.202724000000000000e+06,1.028799999999999955e+02,1.030999999999999943e+02,1.013499999999999943e+02,1.022600000000000051e+02
5.000000000000000000e+00,1.400000000000000000e+01,9.445455000000000000e+06,1.017199999999999989e+02,1.027099999999999937e+02,1.007699999999999960e+02,1.010499999999999972e+02
5.000000000000000000e+00,1.500000000000000000e+01,8.367739000000000000e+06,1.009000000000000057e+02,1.030699999999999932e+02,1.005699999999999932e+02,1.013700000000000045e+02
5.000000000000000000e+00,1.800000000000000000e+01,7.429409000000000000e+06,1.020000000000000000e+02,1.047099999999999937e+02,1.019399999999999977e+02,1.045799999999999983e+02
5.000000000000000000e+00,1.900000000000000000e+01,7.079435000000000000e+06,1.043299999999999983e+02,1.061200000000000045e+02,1.040000000000000000e+02,1.055100000000000051e+02
5.000000000000000000e+00,2.000000000000000000e+01,7.083138000000000000e+06,1.055100000000000051e+02,1.059800000000000040e+02,1.038100000000000023e+02,1.040499999999999972e+02
5.000000000000000000e+00,2.100000000000000000e+01,7.411431000000000000e+06,1.030699999999999932e+02,1.032500000000000000e+02,1.017399999999999949e+02,1.028199999999999932e+02
5.000000000000000000e+00,2.200000000000000000e+01,5.596474000000000000e+06,1.026700000000000017e+02,1.033100000000000023e+02,1.017500000000000000e+02,1.018900000000000006e+02
5.000000000000000000e+00,2.600000000000000000e+01,7.211942000000000000e+06,1.013199999999999932e+02,1.056299999999999955e+02,1.010199999999999960e+02,1.050199999999999960e+02
5.000000000000000000e+00,2.700000000000000000e+01,7.121132000000000000e+06,1.043400000000000034e+02,1.051700000000000017e+02,1.029099999999999966e+02,1.029300000000000068e+02
5.000000000000000000e+00,2.800000000000000000e+01,6.127885000000000000e+06,1.033400000000000034e+02,1.051400000000000006e+02,1.026800000000000068e+02,1.046899999999999977e+02
5.000000000000000000e+00,2.900000000000000000e+01,6.871876000000000000e+06,1.044699999999999989e+02,1.065000000000000000e+02,1.039500000000000028e+02,1.062800000000000011e+02
6.000000000000000000e+00,1.000000000000000000e+00,7.725911000000000000e+06,1.069399999999999977e+02,1.086700000000000017e+02,1.066700000000000017e+02,1.083700000000000045e+02
